,Doctor_Names,Specialization,Experience,Hospital_Name,Area,City,Consultation_Fees,Doctor_recommondations
272,Dr. Hemant Sharma,Dermatologist,48 ,BLK-Max Super Speciality Hospital,Pusa Road,Delhi,1500,95 
273,Dr. Pallav S Kishanpuria,Dermatologist,19 ,BLK-Max Super Speciality Hospital,Pusa Road,Delhi,1100,95 
274,Dr. Tanvi Pal,Dermatologist,19 ,BLK-Max Super Speciality Hospital,Pusa Road,Delhi,1500,97 
275,Dr. Mahima Wadhwa,Dermatologist,12 ,Dr Mahima Wadhwa Skin CliniQ,Shalimar Bagh,Delhi,800,100 
276,Dr. Indu Ballani,Dermatologist,18 ,BLK-Max Super Speciality Hospital,Pusa Road,Delhi,1000,91 
277,Dr. Sirisha Singh,Dermatologist,29 ,SCI International Hospital,Greater Kailash Part 1,Delhi,1700,97 
278,Dr. Nitika Nijhara,Dermatologist,8 ,Fortitude Skin & Hair Clinic,Patel Nagar East,Delhi,1100,99 
279,Dr. Deepti  Shrivastava,Dermatologist,28 ,Skin Hair & You,Anand Vihar,Delhi,800,95 
280,Dr. Nipun Jain,Dermatologist,26 ,Aura Skin Cosmetology Clinic,Dwarka,Delhi,800,98 
283,Dr. Venkata Rayudu Nekkanti,,47 ,Apollo Hospitals,Jubilee Hills,Hyderabad,700,83 
284,Dr. Tripti Deb,,46 ,Apollo Hospitals,Jubilee Hills,Hyderabad,1000,63 
285,Dr. Malleswara Rao Dangeti,,11 ,DM Heart Care Clinic,Attapur,Hyderabad,500,100 
286,Dr. (Col) Sitaram M,,45 ,Apollo Hospital,Secunderabad,Hyderabad,800,100 
287,Dr. P Sridhar,,22 ,Medicover Hospitals,Hitech City,Hyderabad,700,100 
288,Dr. P. Seshagiri Rao,,46 ,Apollo Hospitals,Jubilee Hills,Hyderabad,1000,83 
289,Dr. Gokul Reddy,,27 ,Apollo Hospitals,Jubilee Hills,Hyderabad,1000,97 
290,Dr. Pratap Chandra Rath,,43 ,Apollo Hospitals,Jubilee Hills,Hyderabad,1500,100 
291,Dr. Anil Krishna Gundala,,21 ,Medicover Hospitals,Hitech City,Hyderabad,500,94 
292,Dr. R. Balaji,,34 ,Medicover Hospitals,Hitech City,Hyderabad,700,97 
294,Dr. Srinivas V K,,39 ,Vydehi Super Speciality Hospital(Mallya Hospital),Ashoknagar,Bangalore,800,100 
295,Dr. Durga Prasad Reddy,,26 ,Vydehi Super Speciality Hospital(Mallya Hospital),Ashoknagar,Bangalore,800,100 
296,Dr. Roopa. R,,24 ,Heart Care Clinic,Banashankari 2nd Stage,Bangalore,650,95 
297,Dr. B. Ramesh,,37 ,Apollo Hospital,Bannerghatta Road,Bangalore,1000,98 
298,Dr. Jayaranganath M,,35 ,Apollo Hospitals,Seshadripuram,Bangalore,900,91 
299,Dr. Venkatesh S,,29 ,Aster RV Hospital,JP Nagar,Bangalore,1050,97 
300,Dr. Sunil Kumar S,,19 ,Manipal Hospital,Hebbal,Bangalore,1000,100 
301,Dr. K P Srihari Das,,29 ,Manipal Hospital,Jayanagar 9 Block,Bangalore,750,97 
302,Dr. Prajith Pasam,,10 ,Svasthya Health,HSR Layout,Bangalore,600,100 
303,Dr. Abhijit Vilas Kulkarni,,21 ,Apollo Hospital,Bannerghatta Road,Bangalore,1000,97 
305,Dr. C. B. Munjewar,,17 ,FirstHeart Cardiac Super Speciality Centre,Ghatkopar,Mumbai,1500,98 
306,Dr. Ankur Phatarpekar,,19 ,Care For You Clinic,Prabhadevi,Mumbai,1500,100 
307,Dr. Surinder Hansra,,24 ,Dr. Hansra's Clinic,Kandivali East,Mumbai,1000,95 
308,Dr. Nitesh B. Karnire,,14 ,Bandra East Nursing Home,Bandra East,Mumbai,1000,100 
309,Dr. Suresh Vijan,,32 ,Fortis Hospital,Mulund West,Mumbai,1500,60 
310,Dr. Hasmukh Ravat,,41 ,Fortis Hospital,Mulund West,Mumbai,1500,75 
311,Dr. Irfan Khan,,20 ,Dr L H Hiranandani Hospital,Powai,Mumbai,2600,100 
312,Dr. Rushikesh Patil,,19 ,Dr L H Hiranandani Hospital,Powai,Mumbai,2600,90 
313,Dr. Harin Vyas,,17 ,Fortis Hospital,Mulund West,Mumbai,2000,100 
314,Dr. Aditya Dhawale,,14 ,Hope Multispeciality Clinic,Ghatkopar West,Mumbai,1000,89 
317,Dr. Nishanth S,,12 ,Royal Hospital and Fertility Center,Alwarthirunagar,Chennai,600,93 
318,Dr. Anand Gnanaraj,,31 ,Apollo Speciality Hospital,Vanagaram,Chennai,1200,100 
319,Dr. Epari Satish Kumar,,28 ,Chennai Heart Clinic,Anna Nagar,Chennai,800,100 
320,Dr. Premkumar K J,,21 ,Apollo Speciality Hospital,Vanagaram,Chennai,800,100 
321,Dr. Bharath Kumar. G,,17 ,Gleneagles Global Health City,Perumbakkam,Chennai,1000,80 
322,Dr. Pradeep Gopinath Nayar,,39 ,Fortis Malar Hospital,Adyar,Chennai,500,100 
323,Dr. Gobu,,23 ,Gleneagles Global Health City,Perumbakkam,Chennai,1000,100 
324,Dr. Karthick Anjaneyan,,19 ,Gleneagles Global Health City,Perumbakkam,Chennai,1000,100 
325,Dr. G. Manohar,,34 ,Fortis Malar Hospital,Adyar,Chennai,500,100 
326,Dr. Midhun Kumar,,8 ,Dr Midhun Heart and Diabetes Clinic,Valasaravakkam,Chennai,500,100 
328,Dr. Abhay Somani,,24 ,Somani Cardiac and Gynec Center,Kothrud,Pune,800,90 
329,Dr. Abhay Khode,,28 ,Cardio Vision Heart Specialty Clinic,Baner,Pune,800,97 
330,Dr. Kartik Bhosale,,10 ,Dr Kartik Bhosale's Cardiology Clinic,Wakad,Pune,800,100 
331,Dr. Sandeep J Kadam,,16 ,Dr Kadam Heart Clinic and Diagnostic Centre,Baner,Pune,900,96 
332,Dr. Abhijeet Palshikar,,26 ,Sahyadri Hospital,Deccan Gymkhana,Pune,750,77 
333,Dr. Dnyanesh Gaware,,38 ,Cardi Care Clinic,Kalyani Nagar,Pune,1000,94 
334,Dr. Bhushan Bari,,20 ,Apollo Clinic,Wanowrie,Pune,800,100 
335,Dr. Abhijeet Joshi,,33 ,Joshi Polyclinic Heart Care & Shruti Pathology Lab,Shivajinagar,Pune,1000,99 
336,Dr. Suryawanshi Satyajeet,,20 ,The Heart Clinic,Aundh,Pune,700,97 
337,Dr. Yuvaraj Bhosale,,18 ,Heart Beat Superspeciality Clinic,Baner,Pune,700,100 
339,Dr. Ajay Aggarwal,,22 ,Heart And Child Clinic,Ashok Vihar,Delhi,1000,88 
340,Dr. Rajni Sharma,,21 ,Sehgal Heart Centre,Patel Nagar,Delhi,1200,82 
341,Dr. K. K. Kapur,,44 ,Indraprastha Apollo Hospitals,Sarita Vihar,Delhi,1000,100 
342,Dr. Nityanand Tripathi,,31 ,Fortis Hospital,Shalimar Bagh,Delhi,1500,87 
343,Dr. Amit Mittal,,24 ,Indraprastha Apollo Hospitals,Sarita Vihar,Delhi,1500,99 
344,Dr. S K Gupta,,40 ,Indraprastha Apollo Hospitals,Sarita Vihar,Delhi,1200,100 
345,Dr. Sameer Shrivastava,,37 ,Max Super Speciality Hospital - Saket East Wing,Saket,Delhi,2000,93 
346,Dr. Pradeep Jain,,40 ,Indraprastha Apollo Hospitals,Sarita Vihar,Delhi,2000,100 
347,Dr. Arif Mustaqueem,,27 ,Max Super Speciality Hospital - Saket East Wing,Saket,Delhi,1200,100 
348,Dr. Rajeev Rathi,,37 ,Max Super Speciality Hospital - Saket East Wing,Saket,Delhi,1200,86 
351,Dr. Yugandhar,Dentist,21 ,National Dental Care,Madinaguda,Hyderabad,500,95 
352,Dr. Anil Kumar,Dentist,20 ,Dr. Anil's Superspeciality Dental Hospital,Boduppal,Hyderabad,500,98 
353,Dr. Nadeem Qadri,Dentist,14 ,Dentadura A Multi Speciality Dental Center,Tolichowki,Hyderabad,500,99 
354,Dr. Ershad,Dentist,15 ,Star Multi Speciality Dental Clinic,Madinaguda,Hyderabad,300,100 
355,Dr. Anoop Chowdary,Dentist,14 ,Expert Dental Care,Chanda Nagar,Hyderabad,500,97 
356,Dr. Sri Sujan Suryadevara,Dentist,15 ,S S Dental Care,Sanath Nagar,Hyderabad,500,100 
357,Dr. Irfan Md,Dentist,18 ,Facios Clinic,Gachibowli,Hyderabad,400,100 
358,Dr. S Sreedhar Reddy,Dentist,24 ,Esthetix Dental ,West Marredpally,Hyderabad,500,100 
359,Dr. Ravindra Ratolikar,Dentist,40 ,Dr. Ravindra Ratolikar's Dental Clinic,Narayanguda,Hyderabad,500,98 
360,Dr. Anil Kumar Reddy K,Dentist,24 ,I Dental,Alwal,Hyderabad,400,96 
363,Dr. Sumanth Shetty,Dentist,24 ,Chisel Dental,Koramangala,Bangalore,500,97 
364,Dr. Baswaraj Biradar,Dentist,26 ,Impressions Dental Specialities,Sahakaranagar,Bangalore,500,99 
365,Dr. Pramod,Dentist,19 ,Dental de Care,Koramangala,Bangalore,500,98 
366,Dr. Prafulla Biradar,Dentist,22 ,Impressions Dental Specialities,Sahakaranagar,Bangalore,500,99 
367,Dr. K. Prapanna Arya,Dentist,19 ,Dental De Care,Domlur,Bangalore,500,100 
368,Dr. Rashmi Shetty,Dentist,18 ,Chisel Dental,Koramangala,Bangalore,500,99 
369,Dr. Ganesh Shetty,Dentist,25 ,Dental and Orthodontic Clinic,Kalyan Nagar,Bangalore,500,98 
370,Dr. T. Ramakrishna,Dentist,25 ,Dental Profiles Clinic,JP Nagar 7 Phase,Bangalore,500,95 
371,Dr. Jnanesha H.C,Dentist,21 ,Excel Dental Care,Jayanagar 4 Block,Bangalore,500,98 
372,Dr. K B Shilpashree,Dentist,21 ,Dental Profiles Clinic,JP Nagar 7 Phase,Bangalore,500,94 
375,Dr. Rajesh Shetty,Dentist,27 ,Dazzle Dental Clinic,Bandra West,Mumbai,500,99 
376,Dr. Sanket Mehta,Dentist,18 ,Smile Studio Dental Clinic,Matunga,Mumbai,500,99 
377,Dr. Darshan Hiralal Vora,Dentist,25 ,Dr. Vora's Dental Care,Mulund West,Mumbai,500,99 
378,Dr. Nikhil Surana,Dentist,14 ,Bright 32 Dental Care & Orthodontic Centre,Kandivali East,Mumbai,500,96 
379,Dr. Dipika Bharani,Dentist,14 ,Dentalfix Clinic,Vileparle East,Mumbai,500,99 
380,Dr. Adil Gandevivala,Dentist,15 ,Expressions Maxillofacial Surgery and Dentistry,Tardeo,Mumbai,500,99 
381,Dr. Reema Nanavati,Dentist,15 ,Nanavati's Dental Wellness,Borivali,Mumbai,500,100 
382,Dr. Dipti Gandhi,Dentist,39 ,White Arc Dental Studio,Ghatkopar East,Mumbai,500,99 
383,Dr. Jayna Shah,Dentist,34 ,Smilee Dental Care,Powai,Mumbai,500,100 
384,Dr. Abhishek Ramesh Chauhan,Dentist,15 ,Sharan Hospital,Ghatkopar West,Mumbai,1000,98 
387,Dr. M.Srikanth,Dentist,22 ,Smile Solutions Family Dentistry,Chromepet,Chennai,500,98 
388,Dr. B J Barun,Dentist,19 ,Dr. Barun's Multispeciality Dental Centre,Velachery,Chennai,600,98 
389,Dr. Prem Kumar,Dentist,16 ,Just Smile Dental & ENT Specialities,Madipakkam,Chennai,500,97 
390,Dr. D.Revathi,Dentist,16 ,Dr.Revathi's Dental Clinic,Kattupakkam,Chennai,500,99 
391,Dr. Mareeswari,Dentist,15 ,A2Z Dental Care,Pallikaranai,Chennai,500,99 
392,Dr. Pavani Thota,Dentist,12 ,Dhantham Dental Hospital International,Nungambakkam,Chennai,1800,97 
393,Dr. K. Nithya Pandiarajan,Dentist,10 ,Sparkle Dental,Virugambakkam,Chennai,200,100 
394,Dr. Vikram,Dentist,10 ,Dr.Vikram's Dental & General Clinic,Ashok Nagar,Chennai,500,100 
395,Dr. B.Ssneha Vignesh,Dentist,7 ,VIGNESH'S DENTAL ZONE,Gowrivakkam,Chennai,150,100 
396,Dr. Aswin N,Dentist,7 ,Forever32 Dental Care & Implant Center,Shenoy Nagar,Chennai,500,100 
399,Dr. Gauri Babhulgaonkar,Dentist,11 ,Root Canal Specialist & Implant Dental Clinic,Kharadi,Pune,500,100 
400,Dr. Prajakta More,Dentist,14 ,Avani Multispeciality Dental Clinic,Dhanori,Pune,300,92 
401,Dr. Ratnika Agarwal,Dentist,11 ,Dr. Ratnika's - Smile Up Dental Clinic & Implant Center,Kharadi,Pune,500,98 
402,Dr. Makarand Thoke,Dentist,26 ,Om Happy Teeth Dental Clinic,Pimple Saudagar,Pune,500,97 
403,Dr. Hemant Patil,Dentist,16 ,Laconic Dental Studio,Pimple Saudagar,Pune,500,93 
404,Dr. Surbhi Bhatia L,Dentist,18 ,Lifeberries Health,Viman Nagar,Pune,500,97 
405,Dr. Anjali V. Mugal,Dentist,14 ,Divine Multispeciality Dental Clinic and Implant Centre,Kharadi,Pune,500,100 
406,Dr. Shardul Sontakke,Dentist,23 ,Smile Gallery Dental Care Centre,Kothrud,Pune,500,99 
407,Dr. Dragpal Singh Rajput,Dentist,14 ,Darshil Dental Care,Baner,Pune,500,95 
408,Dr. Vishal S Mugal,Dentist,15 ,Divine Multispeciality Dental Clinic and Implant Centre,Kharadi,Pune,500,99 
411,Dr. Pankaj Rao,Dentist,17 ,Oraa Care Smile Dental Clinic,Dwarka,Delhi,500,97 
412,Dr. Rajat Sachdeva,Dentist,17 ,Dr. Sachdeva's Dental Aesthetic & Implant Centre,Ashok Vihar,Delhi,500,95 
413,Dr. Harsh Goyal,Dentist,14 ,Dr Goyals Dental Center and Implant Centre,Janakpuri,Delhi,500,100 
414,Dr. Rohit Yadav,Dentist,11 ,Cusp Dental,Dwarka Sector 23,Delhi,500,100 
415,Dr. Ritesh,Dentist,18 ,Ritesh Dental Clinic,Vasant Kunj,Delhi,500,99 
416,Dr. Manish Kalra,Dentist,26 ,Dr. Kalra's Dental & Orthodontic Clinic,Lajpat Nagar,Delhi,700,97 
417,Dr. Niraj Rampal,Dentist,46 ,Dr. Rampal Dental Clinic,Greater Kailash Part 2,Delhi,1500,100 
418,Dr. Kapil Gandhi,Dentist,26 ,Dental Masters,CR Park,Delhi,800,98 
419,Dr. Mayank Mukhi,Dentist,15 ,Max Smart Superspeciality Hospital,Saket,Delhi,600,97 
420,Dr. Aval Luthra,Dentist,22 ,Dental Arche,Vasant Kunj,Delhi,700,97 
423,Dr. S Sreedhar Reddy,,24 ,Esthetix Dental ,West Marredpally,Hyderabad,500,100 
424,Dr. Srikanth Guduguntla,,26 ,Smile Miles Dental Hospital,Begumpet,Hyderabad,500,92 
425,Dr. Siva Srinivas,,19 ,Anandbagh Super Speciality Dental Hospital,Malkajgiri,Hyderabad,500,94 
426,Dr. Nikhil Saran,,16 ,Vista Dental Studio,Madhapur,Hyderabad,500,98 
427,Dr. Subbaiah Naidu,,13 ,Indo American Dental Hospital,Ameerpet,Hyderabad,500,100 
428,Dr. Arvind Nahata,,11 ,Diamond Multispeciality Dental Clinic,Himayat Nagar,Hyderabad,500,99 
429,Dr. Lavanya B,,17 ,Dr. Lavanya Dental & Implant Centre,Madhapur,Hyderabad,500,93 
430,Dr. Arjun Thiruvaipati,,11 ,Mulberry Super Speciality Dental and Gynecology,Nallagandla,Hyderabad,500,100 
431,Dr. Anil Kumar,,20 ,Dr. Anil's Superspeciality Dental Hospital,Boduppal,Hyderabad,500,98 
432,Dr. Hormuzd K Vakil,,24 ,Yatha Dental Care,MG Road,Hyderabad,500,99 
435,Dr. Ganesh Shetty,,25 ,Dental and Orthodontic Clinic,Kalyan Nagar,Bangalore,500,98 
436,Dr. T. Ramakrishna,,25 ,Dental Profiles Clinic,JP Nagar 7 Phase,Bangalore,500,95 
437,Dr. Jnanesha H.C,,21 ,Excel Dental Care,Jayanagar 4 Block,Bangalore,500,98 
438,Dr. Sumanth Shetty,,24 ,Chisel Dental,Koramangala,Bangalore,500,97 
439,Dr. Prof. Anuradha Navaneetham,,38 ,Comprehensive Dental & Implant Centre,Richmond Town,Bangalore,500,95 
440,Dr. Baswaraj Biradar,,26 ,Impressions Dental Specialities,Sahakaranagar,Bangalore,500,99 
441,Dr. Sunil Rao,,27 ,Smile Dental Care,Vijayanagar,Bangalore,500,98 
442,Dr. Shobith R Shetty,,17 ,Beyond Smiles,Koramangala,Bangalore,500,97 
443,Dr. Prafulla Biradar,,22 ,Impressions Dental Specialities,Sahakaranagar,Bangalore,500,99 
444,Dr. K. Prapanna Arya,,19 ,Dental De Care,Domlur,Bangalore,500,100 
447,Dr. Rajesh Shetty,,27 ,Dazzle Dental Clinic,Bandra West,Mumbai,500,99 
448,Dr. Darshan Hiralal Vora,,25 ,Dr. Vora's Dental Care,Mulund West,Mumbai,500,99 
449,Dr. Sandhya Biyani,,13 ,Divine Smiles Dental Care,Bandra West,Mumbai,500,99 
450,Dr. Reshma Phulwar,,26 ,32 Pearls Dental Clinic,Chembur,Mumbai,700,96 
451,Dr. Garima Manish Ranade,,24 ,The Tooth Place Advanced Dental Care Centre,Vileparle East,Mumbai,300,100 
452,Dr. Uday B Shetty,,38 ,Perfect smile clinic,Dadar West,Mumbai,500,98 
453,Dr. Shantanu Jambhekar,,16 ,Smilessence Center for Advanced Dentistry,Parel,Mumbai,500,99 
454,Dr. Ajay Thaker,,27 ,Dr. Ajay Thaker's Smiles Royale Dental Clinic,Mulund West,Mumbai,500,99 
455,Dr. Shalini Pal,,16 ,DentaWell Dental Clinic,Marol,Mumbai,500,100 
456,Dr. Nishant Gandhi,,17 ,Dr. Nishant's Dental Surgeons Planet,Powai,Mumbai,500,98 
459,Dr. M.Srikanth,,22 ,Smile Solutions Family Dentistry,Chromepet,Chennai,500,98 
460,Dr. Harish G,,14 ,Mr. & Mrs. Tooth Dental Clinic,Sholinganallur,Chennai,500,99 
461,Dr. D.Revathi,,16 ,Dr.Revathi's Dental Clinic,Kattupakkam,Chennai,500,99 
462,Dr. J. Jebin Paul Nesaline,,17 ,"DR JEBINS IMPLANT DENTISTRY, PERUNGUDI.",Perungudi,Chennai,500,100 
463,Dr. Balajee. J,,11 ,Elite Dentistry,Anna Nagar West,Chennai,500,100 
464,Dr. Praveen kumar,,7 ,Thamarai Dental Clinic,Kolathur,Chennai,500,98 
465,Dr. Vesta Enid Lydia,,11 ,Stunning Smiles Dental & Hearing Aid Clinic,Anna Nagar West,Chennai,150,99 
466,Dr. V.K.Vignesh,,7 ,VIGNESH'S DENTAL ZONE,Gowrivakkam,Chennai,150,100 
467,Dr. Praveen Kumar,,9 ,DENT-INN,Selaiyur,Chennai,500,100 
468,Dr. K. Nithya Pandiarajan,,10 ,Sparkle Dental,Virugambakkam,Chennai,200,100 
471,Dr. Ratnika Agarwal,,11 ,Dr. Ratnika's - Smile Up Dental Clinic & Implant Center,Kharadi,Pune,500,98 
472,Dr. Sonali Nalawade kakade,,14 ,Implant & Dental Art,Pimpri-Chinchwad,Pune,500,98 
473,Dr. Ajay Mootha,,22 ,Dr. Mootha's Advanced Dental Care,Magarpatta City,Pune,500,100 
474,Dr. Sanket Patil,,15 ,Opal Dental Care and Implant Center,Aundh,Pune,500,100 
475,Dr. Ashish Chinchanikar,,16 ,Braces n Smiles,Dhayari,Pune,500,98 
476,Dr. Makarand Thoke,,26 ,Om Happy Teeth Dental Clinic,Pimple Saudagar,Pune,500,97 
477,Dr. Rahul Redasani,,25 ,Smiles Spectrum,Bibvewadi,Pune,500,98 
478,Dr. Vaishali Makrand Thoke,,25 ,Om Happy Teeth Dental Clinic,Pimple Saudagar,Pune,500,97 
479,Dr. Ankush R. Agrawal,,18 ,"Dentsee Dental Clinic, Laser and Implant Centre",Wakad,Pune,500,97 
480,Dr. Hemant Patil,,16 ,Laconic Dental Studio,Pimple Saudagar,Pune,500,93 
483,Dr. Rajat Sachdeva,,17 ,Dr. Sachdeva's Dental Aesthetic & Implant Centre,Ashok Vihar,Delhi,500,95 
484,Dr. Ankit Jain,,11 ,Arham Dental Care,Tri Nagar,Delhi,500,100 
485,Dr. Sumanto Bagchi,,17 ,Dr. Bagchi's DENTOLOGY,Dwarka,Delhi,500,99 
486,Dr. Harsh Goyal,,14 ,Dr Goyals Dental Center and Implant Centre,Janakpuri,Delhi,500,100 
487,Dr. Anoop Jain,,15 ,Dental Xperts - RCT & Implant Dental clinic,Rohini,Delhi,500,99 
488,Dr. Rahul Kamra,,27 ,Dr. Kamra's Dental Health Clinic,Vikas Puri,Delhi,500,98 
489,Dr. Prashant Ojha,,17 ,White Willow Multi-Speciality Dental Clinic,Saket,Delhi,300,92 
490,Dr. Nikhil,,6 ,Dental Universe & Ayurvedic Allopathic Centre,Vasant Kunj,Delhi,500,100 
491,Dr. Jasneet Singh,,16 ,Dental Works Clinic,Paschim Vihar,Delhi,600,97 
492,Dr. Sourabh Nagpal,,18 ,Matrix Dental & Skin Lounge,Vasant Vihar,Delhi,500,98 
495,Dr. S Sarangapani,Ayurveda,43 ,Sai Bharadwaja Advanced Ayurveda Hospital,Erragadda,Hyderabad,500,99 
496,Dr. M. Narasimha,Ayurveda,24 ,S.B. Ayurvedic Speciality Clinic,Ameerpet,Hyderabad,500,88 
497,Dr. G.Venkateswarlu,Ayurveda,18 ,Dr. Saraja's Ayurvedic Speciality Clinic Piles & Fistula Centre,Kukatpally,Hyderabad,500,97 
498,Dr. Anupama Uppuluri,Ayurveda,24 ,Snigdha Ayurvedic Hospital,Bachupally,Hyderabad,500,100 
499,Dr. Priti Thakre,Ayurveda,21 ,Chaudhari Clinic-Ayurvedic Infertility Treatment Center,KPHB,Hyderabad,500,100 
500,Dr. Alivelu Manga,Ayurveda,25 ,JIVA Ayurveda,Himayat Nagar,Hyderabad,299,93 
501,Dr. Sunita Grace,Ayurveda,20 ,Jivaasri Ayurvedic Wellness,Banjara Hills,Hyderabad,500,100 
502,Dr. S Mahesh Kumar,Ayurveda,14 ,Sri Veda Sushruta Ayurveda Hospital,KPHB,Hyderabad,400,100 
503,Dr. Mallikarjun Eleri,Ayurveda,11 ,Ayu Suraksha Ayurveda & Ano Rectal Care Center,Lingampally,Hyderabad,300,100 
504,Dr. Rajya Lakshmi,Ayurveda,27 ,Ayurkalpa,Kondapur,Hyderabad,500,100 
507,Dr. Vinay,Ayurveda,14 ,Varaprada Ayurvedic Centre,Basavanagudi,Bangalore,300,99 
508,Dr. Phanindra V V,Ayurveda,15 ,Narayana Ayurveda Kuteeram,Banashankari,Bangalore,400,99 
509,Dr. Manjunath R Joshi,Ayurveda,16 ,Dr. Joshi's Deerghayu Ayurvedic Center,Bannerghatta Road,Bangalore,500,97 
510,Dr. Mone Damodar,Ayurveda,23 ,Kurias Earth Ayurveda Multispeciality Hospital,Banashankari 1st Stage,Bangalore,750,97 
511,Dr. Lakshmi Narayan,Ayurveda,22 ,Kurias Earth Ayurveda Multispeciality Hospital,Banashankari 1st Stage,Bangalore,750,100 
512,Dr. Krishna Kumar,Ayurveda,16 ,Keva Ayurveda Healthcare Pvt Ltd,BTM Layout 2nd Stage,Bangalore,400,97 
513,Dr. Sharad Kulkarni,Ayurveda,8 ,Jeevottama Health,BTM Layout,Bangalore,500,99 
514,Dr. Alok Roy,Ayurveda,19 ,Kurias Earth Ayurveda Multispeciality Hospital,Banashankari 1st Stage,Bangalore,400,100 
515,Dr. Tanmaya,Ayurveda,15 ,Siddhanta Ayurveda,Marathahalli,Bangalore,400,95 
516,Dr. Deepika,Ayurveda,14 ,Keva Ayurveda Healthcare Pvt Ltd,BTM Layout 2nd Stage,Bangalore,400,98 
518,Dr. Sunita Jonwal,Ayurveda,15 ,Dr. Jonwal's NapAyurVeda Panchkarm & Wellness,Borivali West,Mumbai,800,90 
519,Dr. Kuldip Raj Kohli,Ayurveda,41 ,Kohli's Ayurveda And Panchakarma Centre,Lower Parel,Mumbai,1000,100 
520,Dr. Arun Kumar,Ayurveda,35 ,Kaya Kalp International Sex & Health Clinics,Dadar West,Mumbai,800,97 
521,Dr. Manasi Shreyas Joshi,Ayurveda,12 ,Maple Polyclinic,Mulund West,Mumbai,500,100 
522,Dr. Govind Lihinar,Ayurveda,10 ,Ojas Herbal Ayurveda & Panchakarma Center,Tilak Nagar,Mumbai,1000,94 
523,Dr. Sheeba Raveendran,Ayurveda,35 ,Ashwini Ayurvedic Hopsital,Borivali West,Mumbai,400,100 
524,Dr. Bhadra P. Vaidya,Ayurveda,21 ,Ayurvedic Dispensary,Goregaon West,Mumbai,700,100 
525,Dr. Nitin Goradia,Ayurveda,31 ,Goradia Ayurvedic Clinic.,Grant Road,Mumbai,1500,97 
526,Dr. Anita Gupta,Ayurveda,27 ,Aharayogam,Mulund West,Mumbai,2000,98 
527,Dr. Rajshree Chavan,Ayurveda,14 ,Sahastram Ayurveda Panchkarma Center,Dadar East,Mumbai,600,97 
529,Dr. Rajesh Verma,Ayurveda,28 ,Bliss Medicare Centre,Vadapalani,Chennai,600,95 
530,Dr. D Jayashree,Ayurveda,39 ,Shree Ayurvedic Multispeciality Hospital,West Mambalam,Chennai,750,97 
531,Dr. Poonam Verma,Ayurveda,27 ,Bliss Medicare Centre,Vadapalani,Chennai,600,96 
532,Dr. D Srikrishna,Ayurveda,12 ,Shree Ayurvedic Multispeciality Hospital,West Mambalam,Chennai,500,98 
533,Dr. Uday Kiran,Ayurveda,25 ,Shree Ayurvedic Multispeciality Hospital,West Mambalam,Chennai,750,100 
534,Dr. M Vishnupriya,Ayurveda,15 ,Aditti Ayurveda And Panchakarma Clinic,Selaiyur,Chennai,300,100 
535,Dr. Sampoorna M,Ayurveda,15 ,Shree Ayurvedic Multispeciality Hospital,West Mambalam,Chennai,500,91 
536,Dr. Sruthy Sreekumar,Ayurveda,12 ,Shree Ayurvedic Multispeciality Hospital,West Mambalam,Chennai,500,100 
537,Dr. Raniya Sulthana,Ayurveda,15 ,Arya Vaidya Sala Kottakkal,Mogappair West,Chennai,750,100 
538,Dr. Jyothi Naresh,Ayurveda,30 ,Vinaya Clinic,Kandanchavadi,Chennai,300,67 
541,Dr. Sagar Pampattiwar,Ayurveda,16 ,Aatreya Ayurvedic Panchakarma  & Infertility Clinic,Baner,Pune,300,99 
542,Dr. Narendra Ashok Shekade,Ayurveda,16 ,Ayush  Ayurved,Kharadi,Pune,300,88 
543,Dr. Prashant Daundkar Patil,Ayurveda,18 ,Shree Ayurved and Panchakarma Hospital,Chandan Nagar,Pune,500,88 
544,Dr. Madhavi Satav Chavan,Ayurveda,16 ,Ayuspanda Ayurvedic And Panchakarma Centre,Pimpri-Chinchwad,Pune,300,100 
545,Dr. Mahesh S Pawar,Ayurveda,23 ,"PURO HEALTH   Homeopathy, Ayurveda and Panchakarma",Viman Nagar,Pune,500,100 
546,Dr. Sangeeta Waghmode,Ayurveda,22 ,Sanjeevani Ayurved And Panchkarma Center,Sinhagad Road,Pune,500,99 
547,Dr. Prajakta,Ayurveda,19 ,Dr. Prajakta's Ayurveda & Panchakarma Clinic,Viman Nagar,Pune,300,96 
548,Dr. Pradeep R Chaudhari,Ayurveda,15 ,Sai Sparsh Aayurved Clinic and Panchakarma Therapies,Baner,Pune,400,100 
549,Dr. Nilesh Jadhav,Ayurveda,20 ,Shree Madhavaamrut Ayurvedi and Panchkarma Clinic,Wanowrie,Pune,200,99 
550,Dr. Adesh Karwa,Ayurveda,20 ,Ayurveda Clinic,Aundh,Pune,500,99 
553,Dr. Alka Tyagi,Ayurveda,38 ,Tyagi Nursing Home,Tilak Nagar,Delhi,600,100 
554,Dr. Mahesh Shah,Ayurveda,54 ,Hakim Hari Kishan Lal Dawakhana,Patel Nagar East,Delhi,50,93 
555,Dr. Sudha Asokan,Ayurveda,44 ,Dr. Sudha's Ayurveda Kendra,Safdarjung Enclave,Delhi,1200,96 
556,Dr. Himanshu Verma,Ayurveda,7 ,Sadhna Ayurvedic Bhawan,Laxmi Nagar,Delhi,500,100 
